"පාලි වචනය","සිංහල පරිවර්තනය"
තම්බ,"(න) තඹ, රක්තවර්‍ණය, තාම්බුවර්‍ණය."
තම්බ,"(න) ලෝහ විශේෂය, තඹ, එනම්,"
තම්බ,"(පු) එනම් ඇත්කුලය."
"තම්බ ","(3) තඹ; තඹ පැහැති; (පු) තම්පලා."
තම්බක,"(පු) තම්පලා."
"තම්බකෙස ","(3) තඹවන් හිසකෙස් ඇති."
තම්බචූළ,"(පු) කුකුළා."
"තම්බනඛ ","(3) තඹවන් නියපොතු ඇති."
"තම්බනෙත්ත ","(3) දුඹුරු ඇස් ඇති."
තම්බභාජන,"(න) තඹ භාජනය."
තම්බවුල,"(පු) නඹසිළු, කුකුළා."
තම්බූල,"(න) බුලත් කොළ."
තම්බූලපසිබ්බක,"(පු) බුලත් මල්ල."
තය,"(න) ත්‍රිකය; තුනේ සමූහය."
තයි,"(ඉ) වෙදත්‍රය, ඍක් යජුස්, සාම යන වේද තුණ."
තයො,"(පු) තිදෙන."
තර,"(පු) පහුර, පසුර, ශක්තිය"
තර,"(භු) තරණප්ලවනෙසු, එතෙරවීමෙහි, පීනීමෙහි, තරති, එතරකරයි, පීනයි."
තර,"(භු) වෙගෙ, ජවයෙහි, තරති වේගයෙන් යෙයි, තරිතො, තරගො, අතරමානො."
"තර ","(3) එතර කරන."
තරඞ්ග,"(පු) තරඟ, දියරැල."
තරඞ්ග,"(පු) රැළය."
තරච්ඡ,"(පු) කරබානවලසා, සුනඛාකාර ව්‍යාඝ්‍ර විශේෂයක් කළුහිස්වලසා."
තරච්ඡ,"(පු) කළුහිස් වලසා."
තරණ,"(න) ඉක්මවා යාම; එතෙර කිරීම; ගොඩ වීම."
තරණ,"(න) එතරවීම, එතරවන එගොඩවීම."
තරණි,"(ඉ) නැව."
තරණී,"(ඉ) නැව, ජලයෙන් එතරවීමට උපකාරවන ඔරු ආදිය."
තරති,"(ක්‍රි) එතෙරවෙයි, තර බලනු."
තරති,"(තර+අ) ඉක්මවා යයි; එතර වේ."
"තරන්ත ","(3) ඉක්මවමින්; එතර‍ වෙන; එතෙර වෙමින්."
තරමාන,"(පු) ඉක්මන්, වහා, හනික."
"තරමාන ","(3) ඉක්මවමින්; එතෙර වෙන; එතෙර වෙමින්."
"තරමාන රූප","(පු) - (න) යුහුසුළු ස්වභාව ඇති, ඉක්මන් ස්වභාව ඇති, ඉක්මන් ගතිය."
"තරමානරූප ","(3) ඉක්මන් ස්වභාව ඇති."
තරල,"(ති) චඤ්චල, සැලෙන."
තරල,"(න) කැඳ යාගුව."
තරහි,"(අ) ඒකාලයෙහි, එවිට."
තරි,"(ඉ) ඔරුව; නැව."
"තරිත ","(3) එතර කළ; එතර වූ."
තරිතුං,"(නි) එතර වන්ට."
තරිත්වා,"(පූ.ක්‍රි) එතර වී."
තරී,"(ඉ) නැව, තරණය කරන්නී."
තරු,"(පු) ගස; වෘක්ෂය."
තරු,"(පු) වෘක්ෂය, ගස."
තරුණ,"(ති) ලදරු, අභිනව, යෞවන වයසට පැමිණියා, මාණවකයා."
"තරුණ ","(3) නො මේරූ; බාල වූ; මෘදු වූ; (පු) තරුණයා."
තරුණක,"(පු) පැටියා, ලපටියා, තරුණයා."
තරුණී,"(ඉ) තරුණ ස්ත්‍රිය; යුවතිය."
තරුසණ්ඩ,"(පු) ගස් සමූහය."
තරුසණ්ඩ,"(පු) වෘක්ෂසමූහය, වෘක්ෂ ග්‍රහණය."
තල,"(චු) පතිට්ඨාය, පිහිටීමෙහි, තාලෙති, තාලයති, පිහිටයි."
තල,"(න) තට්ටුව; තලය (කඩු ආදියේ); මට්ටම් පොළොව; මූණත (කන්නාඩි ආදියේ); සොල්දොර."
තල,"(න) ස්වරූපය, යට, පොළව, ගොඩබිම."
තලඝාතක,"(න) අතුල් පහර දීම."
තලසත්තික,"(න) ගසන්ට අත එසවීම."
තලික,"(ති) සිදුරක් ඇති."
තලුණ,"(පු) තරුණ, මෘදු, මොලොක්."
"තලුණ ","(3) නො මේරූ; බාල වූ; මෘදු වූ; (පු) තරුණයා."
තස,"(චු) ධාරණගහණවාරණෙ, දැරීම, ගැනීම යන මෙහි, තාසෙති තාසයති, දැරීම ගැනීම වැලකීම කරයි."
තස,"(ති) ඇවිදිනාදෙය, සෙලවන වස්තුව."
තස,"(දි) පිපාසායං, පිපාසයෙහි, දිය බොනු රිස්සෙහි, තස්සති, පිපාසිත වෙයි, පරිතසති."
තස,"(භු) උබ්බෙගෙ, උද්වේගයෙහි, තසති, තැතිගනී."
"තස ","(3) චඤ්චල වන; තැති ගන්නා."
තසති,"(ක්‍රි) තැතිගනී තසබලනු."
තසති,"(තස+අ) ආශා කෙරේ; තැති ගනී; පිපාසිත වේ."
තසර,"(න) නූල් දිග් ගසා බඳින ලීය (රෙදි විවීම පිණිස)."
තසර,"(පු) පිළිවියන හරස්දණ්ඩ, නූල් ඔතන දණ්ඩ."
තසිත,"(ති) ත්‍රස්ත, තැතිගන්වන ලද, පිපාසිත දිය බොනු රිස්ස."
"තසිත ","(3) තැති ගත්; පිපාසිත වූ."
තසිතා,"(ඉ) තෘෂ්ණාව, තණ්හාව."
තසිත්වා,"(පූ.ක්‍රි) තැතිගෙන."
තසිනා,"(ඉ) තෘෂ්ණාව."
තස්මා,"(අ) එහෙයින් එබැවින්."
"තස්ස පාපීය්‍යසිකා","(ඉ) එනම් විනයක්‍රමයක්."
තස්සති,"(ක්‍රි) පිපාසිත වෙයි, තස බලනු."
තස්සන,"(න) පිපාසාව, තැතිගැන්ම."
තහ,"(භු) හිංසායං, හිංසාවෙහි, තහති, හිංසා කරයි."
තහං,"(අ) ඒහි, ඒ අවස්ථාවෙහි, තහිං."
තහං,"(නි) එතැන; එහි."
තහිං,"(අ) ඒහි, ඒ අවස්ථාවෙහි, තහං."
තහිං,"(නි) එතැන; එහි."
තළ,"(චු) තාළනෙ, තැළීමෙහි, තාළෙති තාළයති, තළයි, පෙළයි, නසයි."
තළාක,"(න) පියුම් විල; විල."
තළාක,"(පු) විල, තඩාගය."
තා,"(දි) පාලනෙ, රැකීමෙහි, තායති, රක්ෂා කෙරෙයි."
තා,"ඈලා; ඒ ස්ත්‍රීහු."
තාණ,"(න) ආරක්ෂාව; නිවණ; පිහිට; රක්ෂාස්ථානය."
තාණතා,"(ඉ) ආරක්ෂාව; පිහිට ඇති බව."
තාත,"(ති) රක්නා ලද්ද."
තාත,"(පු) දරුවා; පියා."
තාත,"(පු) පියා, තාත්තා."
තාදි,"(පු) එබඳු, බුදුරජ."
තාදිස,"(ති) එබඳු, එයාකාර."
"තාදිස ","(3) එබඳු; එවැනි."
තාදිසක,"(ති) එබඳු, එයාකාර."
"තාදිසක ","(3) එබඳු; එවැනි."
"තාදී ","(3) එවැනි; කෙලෙස් දුරු කළ; රහත් නම."
තාන,"(න) රක්ෂා ස්ථානය, සැඟවියයුතු තැන, නිවන"
තානි,ඒවා.
තාප,"(පු) කුකුස, තැවීම, එනම් නිරය."
තාපච්ඡිද්ද,"(න) යතුරු සිදුර, යතුරු කපල්ල."
තාපන,"(න) තැවීම, උණුසුම්කිරීම."
තාපන,"(න) තැවීම; දුක් දීම; රත් කිරීම."
තාපස,"(පු) තවුසා."
තාපස,"(පු) තාපසයා, මුනි, ඍෂියා."
තාපසතරු,"(පු) වැලපෙණ."
තාපසී,"(ඉ) තවුසිය; තාපසිය."
තාපිඤ්ජ,"(පු) කමලු ගස."
තාපෙති,"(ක්‍රි) (තප - (d) (භු) තාපෙ, තැවීමෙහි ණෙ x ති) තවයි."
තාපෙති,"(තාප+ණෙ) තවයි; දුක් දෙවයි; රත් කරයි."
තාමරස,"(න) පද්මය, පියුම."
තාම්බුලි,"(ඉ) බුලත්වැල, නාගලතා."
තාම්බූලී,"(ඉ) බුලත් වැල."
තාය,"(චු) තරණෙ එතෙර කිරීමෙහි, තායෙති, තායති, එතෙරකරයි."
තාය,"(භු) සන්තානෙ, නොසිඳ පැවැත්මෙහි, තායති, නොසිඳ පවතී."
තායති,"(තා+ය) ආරක්ෂා කරයි; රකී."
තායන,"(න) පාලනය; රැකීම."
තායි,"(භු) වුද්ධියං, වෘද්ධියෙහි, තායිති, වඩයි."
තායිතුං,"(නි) රකින්ට."
තායිත්වා,"(පූ.ක්‍රි) රැක."
තාර,"(ති) ඉතා උස් හඬ."
තාරකරාජා,"(පු) උලුරජ, චන්ද්‍රයා."
තාරකා,"(ඉ) - (න) තරු, තාරකා."
තාරකා,"(ඉ) තාරකාව."
තාරකා,"(ඉ) නක්ෂත්‍ර, ටිහිනිය, නෙත්‍ර මධ්‍යය, ඇහේ කළු ඉංගිරියාව."
තාරණීය,"(පු) තරණය කටයුතු, එතර කටයුතු."
තාරයති,"(ක්‍රි) (තර + ණය + - (ති) + වූද්ධි) එතර කරයි."
තාරා,"(ඉ) ටිහිනිය, තාරකා."
තාරා,"(ඉ) තාරකාව."
තාරාගණ,"(පු) තාරකා සමූහය."
තා‍රාපති,"(පු) චන්ද්‍රයා."
තාරාපථ,"(පු) අහස."
තාරාපථ,"(පු) තාරා ගමන් කරන මාර්‍ගය, අහස, ගුවන."
තාරාසභ,"(පු) තාරානාථයා, චන්ද්‍රයා."
තාරිය,"(පූ.ක්‍රි) එතර කොට."
තාරෙති,"(තර+ණෙ) ඉක්මවන්ට සලස්වයි; එගොඩට දමයි; එතර කරවයි."
‍තාරෙතු,"(පු) එතරකර වන්නා."
තාරෙතුං,"(නි) එතර කරවන්ට."
තාරෙත්වා,"(පූ.ක්‍රි) එතර කොට."
තාල,"(පු) තල් ගස."
තාල,"(පු) හිරයල්, මාපට ඇඟිල්ල හා තර්ජනිය විදහා ගත් කල අතර, කෙස්ස, තල් ගස, තූර්‍ය්‍යාවයව විශේෂයක් = තාලම්පට."
තාලකන්ද,"(න) තල් ඇටයෙන් ඇදෙන ගිරිය."
තාලක්ඛන්ධ,"(පු) තල් ගසේ කඳ."
තාලච්ඡිග්ගල,"(න) කෙසි සිදුර; යතුරු කඩොල්ල."
